Unit,P&L Line,Nominal Code,Nominal Name,Ledger,Type,Value,Ref,Date,Description,Header Ref,Project ID,Cost Centre,Supplier ID
BU017,External Project Costs,GR3312000,Project Costs,PL,INV,170,617,44674,Supervisor Services Carried out at Elstow,006,Proj000880,P-EXP01,Sup000926
BU017,External Project Costs,GR3312000,Project Costs,PL,INV,960,620,44731,Bobcat T450 w/ Bucket & Pallet Forks,8480081,Proj000880,P-EXP01,Sup000918
BU017,External Project Costs,GR3312000,Project Costs,PL,INV,350,621,44731,Haulage,8480081,Proj000880,P-EXP01,Sup000918
BU017,External Project Costs,GR3312000,Project Costs,PL,INV,1050,637,44691,Barrow - Poultry shed roof solar clean - per KW,049,Proj000879,P-SUB,Sup000927
BU017,External Project Costs,GR3312000,Project Costs,PL,INV,1050,638,44691,Baulker - Poultry shed roof solar clean - per KW,049,Proj000879,P-SUB,Sup000927
BU017,External Project Costs,GR3312000,Project Costs,PL,INV,262.5,639,44691,Blenheim - Poultry shed roof solar clean - per KW,049,Proj000879,P-SUB,Sup000927
BU017,External Project Costs,GR3312000,Project Costs,PL,INV,1050,640,44691,Castle - Poultry shed roof solar clean - per KW,049,Proj000879,P-SUB,Sup000927
BU017,External Project Costs,GR3312000,Project Costs,PL,INV,525,641,44691,Cleatham Low - Poultry shed roof solar clean - per KW,049,Proj000879,P-SUB,Sup000927
BU017,External Project Costs,GR3312000,Project Costs,PL,INV,682.5,642,44691,Ferry - Poultry shed roof solar clean - per KW,049,Proj000879,P-SUB,Sup000927
BU017,External Project Costs,GR3312000,Project Costs,PL,INV,1050,643,44691,Gokewell - Poultry shed roof solar clean - per KW,049,Proj000879,P-SUB,Sup000927
BU017,External Project Costs,GR3312000,Project Costs,PL,INV,262.5,644,44691,Hibaldstow - Poultry shed roof solar clean - per KW,049,Proj000879,P-SUB,Sup000927
BU017,External Project Costs,GR3312000,Project Costs,PL,INV,1050,645,44691,Howsham - Poultry shed roof solar clean - per KW,049,Proj000879,P-SUB,Sup000927
BU017,External Project Costs,GR3312000,Project Costs,PL,INV,1050,646,44691,Kettleby - Poultry shed roof solar clean - per KW,049,Proj000879,P-SUB,Sup000927
BU017,External Project Costs,GR3312000,Project Costs,PL,INV,997.5,647,44691,Lodge - Poultry shed roof solar clean - per KW,049,Proj000879,P-SUB,Sup000927
BU017,External Project Costs,GR3312000,Project Costs,PL,INV,1050,648,44691,Maltby - Poultry shed roof solar clean - per KW,049,Proj000879,P-SUB,Sup000927
BU017,External Project Costs,GR3312000,Project Costs,PL,INV,787.5,649,44691,North Scarle - Poultry shed roof solar clean - per KW,049,Proj000879,P-SUB,Sup000927
BU017,External Project Costs,GR3312000,Project Costs,PL,INV,1050,650,44691,Ogg - Poultry shed roof solar clean - per KW,049,Proj000879,P-SUB,Sup000927
BU017,External Project Costs,GR3312000,Project Costs,PL,INV,262.5,651,44691,Old Farm - Poultry shed roof solar clean - per KW,049,Proj000879,P-SUB,Sup000927
BU017,External Project Costs,GR3312000,Project Costs,PL,INV,1050,652,44691,Park Ings - Poultry shed roof solar clean - per KW,049,Proj000879,P-SUB,Sup000927
BU017,External Project Costs,GR3312000,Project Costs,PL,INV,1050,653,44691,Quarry - Poultry shed roof solar clean - per KW,049,Proj000879,P-SUB,Sup000927
BU017,External Project Costs,GR3312000,Project Costs,PL,INV,1050,654,44691,Trafalgar - Poultry shed roof solar clean - per KW,049,Proj000879,P-SUB,Sup000927
BU017,External Project Costs,GR3312000,Project Costs,PL,INV,525,655,44691,Winteringham - Poultry shed roof solar clean - per KW,049,Proj000879,P-SUB,Sup000927
BU017,External Project Costs,GR3312000,Project Costs,PL,INV,1050,656,44691,Wrawby - Poultry shed roof solar clean - per KW,049,Proj000879,P-SUB,Sup000927
BU017,External Project Costs,GR3312000,Project Costs,PL,INV,436.5,658,44712,Site Machinery/Equipment hire,412837426,Proj000880,P-EXP01,Sup000915
BU017,External Project Costs,GR3312000,Project Costs,PL,INV,63,659,44712,Site Machinery/Equipment hire,412842251,Proj000880,P-EXP01,Sup000915
BU017,External Project Costs,GR3312000,Project Costs,PL,INV,234.5,660,44712,Site Machinery/Equipment hire,412837427,Proj000880,P-EXP01,Sup000915
BU017,External Project Costs,GR3312000,Project Costs,PL,INV,1118.2,661,44712,Site Machinery/Equipment hire,412837428,Proj000880,P-EXP01,Sup000915
BU017,External Project Costs,GR3312000,Project Costs,PL,INV,450,662,44712,Site Machinery/Equipment hire,412842075,Proj000880,P-EXP01,Sup000915
BU017,External Project Costs,GR3312000,Project Costs,PL,INV,2713.14,668,44712,Site Machinery/Equipment hire,412837429,Proj000880,P-EXP01,Sup000915
BU017,External Project Costs,GR3312000,Project Costs,PL,INV,475,669,44710,Bobcat T450 w/ Bucket & Pallet Forks,8474875,Proj000880,P-EXP01,Sup000918
BU017,External Project Costs,GR3312000,Project Costs,PL,INV,160.95,671,44725,Fuel for diggers,EXP-SC62062267,Proj000880,P-EXP01,Sup000920
BU017,External Project Costs,GR3312000,Project Costs,PL,INV,25.28,672,44725,Drill Bits - Consumables,EXP-SC62062265,Proj000880,P-EXP01,Sup000920
BU017,External Project Costs,GR3312000,Project Costs,PL,INV,50,673,44725,Bolt removal,EXP-SC62062265,Proj000881,P-EXP01,Sup000920
BU017,External Project Costs,GR3312000,Project Costs,PL,INV,41.67,674,44725,Fuel for digger - Fuel card not working,EXP-SC62062265,Proj000880,P-EXP01,Sup000920
BU017,External Project Costs,GR3312000,Project Costs,PL,INV,12000,820,44700,CEM I 42.5R Rapid Set 1.5T,4314/00301547,Proj000880,P-EXP01,Sup000925
BU017,External Project Costs,GR3312000,Project Costs,PL,INV,1325.64,821,44713,All In Ballast,4314/00301549,Proj000880,P-EXP01,Sup000925
BU017,External Project Costs,GR3312000,Project Costs,PL,INV,608.74,822,44722,All In Ballast,4314/00301551,Proj000880,P-EXP01,Sup000925
BU017,External Project Costs,GR3312000,Project Costs,PL,INV,512.25,823,44734,All In Ballast,4314/003301560,Proj000880,P-EXP01,Sup000925
BU017,External Project Costs,GR3312000,Project Costs,PL,INV,645.66,824,44734,All In Ballast,4314/00301559,Proj000880,P-EXP01,Sup000925
BU017,External Project Costs,GR3312000,Project Costs,PL,INV,1949.92,825,44746,All In Ballast,4314/00301564,Proj000880,P-EXP01,Sup000925
BU017,External Project Costs,GR3312000,Project Costs,PL,INV,24.42,929,44727,Drill Bits,1273303075,Proj000880,P-EXP01,Sup000928
BU017,External Project Costs,GR3312000,Project Costs,PL,INV,3187.28,930,44734,EN590 Diesel,7668813,Proj000881,P-EXP01,Sup000916
BU017,External Project Costs,GR3312000,Project Costs,PL,INV,3200,931,44711,Norcar A7750 4T x 2,INV-00580,Proj000879,P-EXP01,Sup000929
BU017,External Project Costs,GR3312000,Project Costs,PL,INV,3200,932,44718,Norcar A7750 4T x 2,INV-00583,Proj000879,P-EXP01,Sup000929
BU017,External Project Costs,GR3312000,Project Costs,PL,INV,7418,970,44754,"Spearhead sniper 210 SHD
Front mounted flail mower with
hammer flails and hydraulic side shift",375531,Proj000881,P-SUB,Sup000930
BU017,External Project Costs,GR3312000,Project Costs,PL,INV,1425.75,972,44712,LIFTING ARM KIT and associated parts,106449,Proj000881,P-EXP01,Sup000930
BU017,External Project Costs,GR3312000,Project Costs,PL,INV,1143.98,973,44712,PTO Assay,106446,Proj000881,P-EXP01,Sup000930
BU017,External Project Costs,GR3312000,Project Costs,PL,INV,1327.27,1098,44756,Limestone 4mm - Dust (tonnes),4314/00301570,Proj000880,P-EXP01,Sup000925
BU017,External Project Costs,GR3312000,Project Costs,PL,INV,530.64,1099,44753,Limestone 4mm - Dust (tonnes),4314/00301568,Proj000880,P-EXP01,Sup000925
BU017,External Project Costs,GR3312000,Project Costs,PL,INV,1315.92,1100,44750,All In Ballast,4314/00301567,Proj000880,P-EXP01,Sup000925
BU017,External Project Costs,GR3312000,Project Costs,PL,INV,659.9,1101,44756,All In Ballast,4314/00301569,Proj000880,P-EXP01,Sup000925
BU017,External Project Costs,GR3312000,Project Costs,PL,INV,37.57,1166,44746,Nuts and Bolts from Screwfix,EXP-SC62072275,Proj000880,P-EXP01,Sup000920
BU017,External Project Costs,GR3312000,Project Costs,PL,INV,91.25,1168,44753,Hydraulic hose and parts from BML Hayley,EXP-SC62072277,Proj000880,P-EXP01,Sup000920
BU017,External Project Costs,GR3312000,Project Costs,PL,INV,30.03,1173,44727,wood,0490/00137151,Proj000880,P-EXP01,Sup000925
BU017,External Project Costs,GR3312000,Project Costs,PL,INV,74.48,1174,44727,steps and sun cream,0490/00137114,Proj000880,P-EXP01,Sup000925
BU017,External Project Costs,GR3312000,Project Costs,PL,INV,142.5,1175,44734,breaker hire,0490/00137604,Proj000880,P-EXP01,Sup000925
BU017,External Project Costs,GR3312000,Project Costs,PL,INV,3,1181,44742,precision locator,412933918,Proj000880,P-EXP01,Sup000915
BU017,External Project Costs,GR3312000,Project Costs,PL,INV,426.6,1182,44659,chambers,4314/00301537,Proj000880,P-EXP01,Sup000925
BU017,External Project Costs,GR3312000,Project Costs,PL,INV,2640,1190,44768,machine hire,INV-00597,Proj000879,P-EXP01,Sup000929
BU017,External Project Costs,GR3312000,Project Costs,PL,INV,2560,1191,44768,machine hire,INV-00598,Proj000879,P-EXP01,Sup000929
BU017,External Project Costs,GR3312000,Project Costs,PL,INV,78,1204,44746,Payment for water for panel cleaning - Tim Holt - 26 cubic metres @ £3.0,EXP-JS92072278,Proj000879,P-EXP01,Sup000912
BU017,External Project Costs,GR3312000,Project Costs,PL,INV,687.5,1242,44768,Repairs to Wiedeman 1380 and labour,INV-00603,Proj000882,P-EXP01,Sup000929
BU017,External Project Costs,GR3312000,Project Costs,PL,INV,69.6,1243,44768,Bearings x6,INV-00603,Proj000882,P-EXP01,Sup000929
BU017,External Project Costs,GR3312000,Project Costs,PL,INV,35.68,1278,44746,warning tape,0490/00138181,Proj000880,P-EXP01,Sup000925
BU017,External Project Costs,GR3312000,Project Costs,PL,INV,69.7,1279,44747,rake and spade,0490/00138249,Proj000880,P-EXP01,Sup000925
BU017,External Project Costs,GR3312000,Project Costs,PL,INV,3340.1,1280,44749,diesel for diggers and machines etc,7669802,Proj000880,P-EXP01,Sup000916
BU017,External Project Costs,GR3312000,Project Costs,PL,INV,3200,1281,44746,Machine Hire,INV-00592,Proj000879,P-EXP01,Sup000929
BU017,External Project Costs,GR3312000,Project Costs,PL,INV,519.92,1378,44771,Limestone 4mm - Dust (tonnes),4314/00301580,Proj000880,P-EXP01,Sup000925
BU017,External Project Costs,GR3312000,Project Costs,PL,INV,1172.8,1379,44770,All In Ballast,4314/00301576,Proj000880,P-EXP01,Sup000925
BU017,External Project Costs,GR3312000,Project Costs,PL,INV,3254.86,1380,44770,Limestone 4mm - Dust (tonnes),4314/00301577,Proj000880,P-EXP01,Sup000925
BU017,External Project Costs,GR3312000,Project Costs,PL,INV,645.66,1381,44761,All In Ballast,4314/00301573,Proj000880,P-EXP01,Sup000925
BU017,External Project Costs,GR3312000,Project Costs,PL,INV,250.02,1383,44760,PT10261 450 x 600 Titan MK2 150mm Section,4314/00301571,Proj000880,P-EXP01,Sup000925
BU017,External Project Costs,GR3312000,Project Costs,PL,INV,216.66,1384,44760,PT8324 450 x 600 x 40mm B125 Ductile Cover and Frame,4314/00301571,Proj000880,P-EXP01,Sup000925
BU017,External Project Costs,GR3312000,Project Costs,PL,INV,672.21,1385,44760,PT9172 50/63mm Black Twinwall Duct 50m Roll,4314/00301571,Proj000880,P-EXP01,Sup000925
BU017,External Project Costs,GR3312000,Project Costs,PL,INV,256.41,1386,44760,Carriage Charge - to Aberystwyth site,4314/00301571,Proj000880,P-EXP01,Sup000925
BU017,External Project Costs,GR3312000,Project Costs,PL,INV,684.74,1387,44760,Limestone 4mm - Dust (tonnes),4314/00301572,Proj000880,P-EXP01,Sup000925
BU017,External Project Costs,GR3312000,Project Costs,PL,INV,503.83,1388,44771,All In Ballast,4314/00301579,Proj000880,P-EXP01,Sup000925
BU017,External Project Costs,GR3312000,Project Costs,PL,INV,650,1394,44729,Bobcat Hire Per Wk,BAN/388224,Proj000880,P-EXP01,Sup000931
BU017,External Project Costs,GR3312000,Project Costs,PL,INV,650,1395,44736,Bobcat Hire Per Wk,BAN/390654,Proj000880,P-EXP01,Sup000931
BU017,External Project Costs,GR3312000,Project Costs,PL,INV,650,1396,44743,Bobcat Hire Per Wk,BAN/395014,Proj000880,P-EXP01,Sup000931
BU017,External Project Costs,GR3312000,Project Costs,PL,INV,650,1397,44750,Bobcat Hire Per Wk,BAN/396635,Proj000880,P-EXP01,Sup000931
BU017,External Project Costs,GR3312000,Project Costs,PL,INV,650,1398,44757,Bobcat Hire Per Wk,BAN/398122,Proj000880,P-EXP01,Sup000931
BU017,External Project Costs,GR3312000,Project Costs,PL,INV,650,1399,44764,Bobcat Hire Per Wk,BAN/399948,Proj000880,P-EXP01,Sup000931
BU017,External Project Costs,GR3312000,Project Costs,PL,INV,650,1400,44771,Bobcat Hire Per Wk,BAN/404116,Proj000880,P-EXP01,Sup000931
BU017,External Project Costs,GR3312000,Project Costs,PL,INV,470.87,1482,44773,Water stand pipe hire - Welsh Water,49/1289231,Proj000879,P-SUB,Sup000924
BU017,External Project Costs,GR3312000,Project Costs,PL,INV,235.2,1484,44773,Standpipe Hire - 1 Week - Thames Water,50/1286925,Proj000879,P-SUB,Sup000924
BU017,External Project Costs,GR3312000,Project Costs,PL,INV,480,1485,44750,Bobcat Hire Per Wk,HOL/397366,Proj000880,P-EXP01,Sup000931
BU017,External Project Costs,GR3312000,Project Costs,PL,INV,175,1486,44750,Delivery/Collection,HOL/397366,Proj000880,P-EXP01,Sup000931
BU017,External Project Costs,GR3312000,Project Costs,PL,INV,600,1487,44757,Bobcat Hire Per Wk,HOL/398928,Proj000880,P-EXP01,Sup000931
BU017,External Project Costs,GR3312000,Project Costs,PL,INV,600,1497,44764,Bobcat Hire Per Wk,HOL/4007461,Proj000880,P-EXP01,Sup000931
BU017,External Project Costs,GR3312000,Project Costs,PL,INV,600,1498,44771,Bobcat Hire Per Wk,HOL/405497,Proj000880,P-EXP01,Sup000931
BU017,External Project Costs,GR3312000,Project Costs,PL,INV,317.47,1524,44740,Swingback Stepladder and Digital Inclinemeter,SAM CRANE JUNE,Proj000880,P-EXP01,Sup000021
BU017,External Project Costs,GR3312000,Project Costs,PL,INV,74.04,1527,44770,Edmundson Electrical Underground Warning Tape,SAM CRANE JULY,Proj000880,P-EXP01,Sup000021
BU017,External Project Costs,GR3312000,Project Costs,PL,INV,49.89,1528,44770,Huws Gray - Polyproplene Rope,SAM CRANE JULY,Proj000880,P-EXP01,Sup000021
BU017,External Project Costs,GR3312000,Project Costs,PL,INV,402,1529,44770,Morgans - Ducting c/w Draw Cord,SAM CRANE JULY,Proj000880,P-EXP01,Sup000021
BU017,External Project Costs,GR3312000,Project Costs,PL,INV,89.32,1530,44770,BML Hayley,SAM CRANE JULY,Proj000880,P-EXP01,Sup000021
BU017,External Project Costs,GR3312000,Project Costs,PL,INV,11.77,1533,44770,Edmundson Electrical - Zinc Galvanising spray,SAM CRANE JULY,Proj000880,P-EXP01,Sup000021
BU017,External Project Costs,GR3312000,Project Costs,PL,INV,125,1534,44770,Travis Perkins - Clark Manhole Cover and Frame,SAM CRANE JULY,Proj000880,P-EXP01,Sup000021
BU017,External Project Costs,GR3312000,Project Costs,PL,INV,94.94,1536,44778,reversing cameras and water testing kits,INV-GB-1039325435-2022-59,Proj000879,P-EXP01,Sup000932
BU017,External Project Costs,GR3312000,Project Costs,PL,INV,27.64,1539,44778,reversing cameras and water testing kits,INV-GB-164558201-2022-53,Proj000879,P-EXP01,Sup000932
BU017,External Project Costs,GR3312000,Project Costs,PL,INV,1500,1543,44606,Timber 8 x 3.5,1628,Proj000883,P-SUB,Sup000933
BU017,External Project Costs,GR3312000,Project Costs,PL,INV,2240,1544,44606,Timber R13/192/15,1628,Proj000883,P-SUB,Sup000933
BU017,External Project Costs,GR3312000,Project Costs,PL,INV,40,1545,44606,Delivery,1628,Proj000883,P-SUB,Sup000933
BU017,External Project Costs,GR3312000,Project Costs,PL,INV,23.33,1580,44788,Fuel for machinery,EXP-JS92082286,Proj000879,P-EXP01,Sup000912
BU017,External Project Costs,GR3312000,Project Costs,PL,INV,88,1590,44792,9m Telehandler + Forks,BIR/410474,Proj000883,P-EXP01,Sup000931
BU017,External Project Costs,GR3312000,Project Costs,PL,INV,535,1591,44792,Bobcat Hire Per Wk,HOL/410702,Proj000880,P-EXP01,Sup000931
BU017,External Project Costs,GR3312000,Project Costs,PL,INV,975,1592,44792,Bobcat Hire Per Wk,HOL/410807,Proj000880,P-EXP01,Sup000931
BU017,External Project Costs,GR3312000,Project Costs,PL,INV,17,1597,44769,19562 Set Screws M8x 50mm 50pk,1285755480,Proj000880,P-EXP01,Sup000928
BU017,External Project Costs,GR3312000,Project Costs,PL,INV,13.48,1598,44769,13545 Set Screws M8 x 30mm 100pk,1285755480,Proj000880,P-EXP01,Sup000928
BU017,External Project Costs,GR3312000,Project Costs,PL,INV,6.02,1599,44765,Item 72919 Erbauer Bi=Metal Holesaw 64mm,1284349187,Proj000880,P-EXP01,Sup000928
BU017,External Project Costs,GR3312000,Project Costs,PL,INV,10.41,1600,44765,Item 2311H Erbauer Sds Arbor 32-152mm,1284349187,Proj000880,P-EXP01,Sup000928
BU017,External Project Costs,GR3312000,Project Costs,PL,INV,6.3,1601,44782,Item BHSP1432 SPAX-S Flat CSK Screws Pozi Zinc Yellow Pass (Box/100) 4.0 x 60mm,0490/00140117,Proj000880,P-EXP01,Sup000925
BU017,External Project Costs,GR3312000,Project Costs,PL,INV,5.5,1602,44782,Item THJACT20 JACK 880 UN Handsaw - Universal 20inch 7TP/8P JAK880UN20,0490/00140117,Proj000880,P-EXP01,Sup000925
BU017,External Project Costs,GR3312000,Project Costs,PL,INV,140.93,1603,44782,SZGF2291 Sawn Carcassing Unseasoned Treated Green Standard FSC 22.0 x 200mm per metre,0490/00140117,Proj000880,P-EXP01,Sup000925
BU017,External Project Costs,GR3312000,Project Costs,PL,INV,8.32,1604,44782,"Item THSTAB85 Stanley 1-30-656 Pocket Tape ""Loose"" 8.0m STA130656N",0490/00140120,Proj000880,P-EXP01,Sup000925
BU017,External Project Costs,GR3312000,Project Costs,PL,INV,55.89,1605,44776,SP/1659989 150 x 150 Treated Post 4800mm,0744/00152023,Proj000879,P-EXP01,Sup000925
BU017,External Project Costs,GR3312000,Project Costs,PL,INV,878.27,1606,44773,"Claim 1113238 Damage to camera guard and scratches to counter balance
Re-hired Excavator",413019757,Proj000880,P-EXP01,Sup000915
BU017,External Project Costs,GR3312000,Project Costs,PL,INV,16.65,1614,44788,Costwise Ltd - pipe repair connector hose,EXP-JS92082292,Proj000879,P-EXP01,Sup000912
BU017,External Project Costs,GR3312000,Project Costs,PL,INV,266.64,1615,44788,Amazon - 2 way walkie talkie,EXP-JS92082292,Proj000879,P-EXP01,Sup000912
BU017,External Project Costs,GR3312000,Project Costs,PL,INV,7.49,1616,44788,Amazon - Tyre pressure gauge,EXP-JS92082292,Proj000879,P-EXP01,Sup000912
BU017,External Project Costs,GR3312000,Project Costs,PL,INV,10.82,1617,44788,Amazon - PVC3 Heavy Body PVC Cement,EXP-JS92082292,Proj000879,P-EXP01,Sup000912
BU017,External Project Costs,GR3312000,Project Costs,PL,INV,266.64,1618,44788,2-way walkie talkie waterproof radio x 2,EXP-JS92082294,Proj000879,P-EXP01,Sup000912
BU017,External Project Costs,GR3312000,Project Costs,PL,INV,16.65,1619,44788,Costwise - Corrugated pond pipe repair connector hose for cleaning team,EXP-JS92082294,Proj000879,P-EXP01,Sup000912
BU017,External Project Costs,GR3312000,Project Costs,PL,INV,299.4,1650,44796,Post Fix,0208/00162482,Proj000883,P-EXP01,Sup000925
BU017,External Project Costs,GR3312000,Project Costs,PL,INV,40.26,1651,44784,CCASFSPW HANSON Fast Set Postfix 20kg plastic bag,0490/00140281,Proj000880,P-EXP01,Sup000925
BU017,External Project Costs,GR3312000,Project Costs,PL,INV,25.66,1652,44789,EQNOV087 NOVIPro 10 in adjustable wrench,0490/00140503,Proj000880,P-EXP01,Sup000925
BU017,External Project Costs,GR3312000,Project Costs,PL,INV,276.67,1655,44770,E-Blower,JACK SAGAR JULY,Proj000880,P-EXP01,Sup000021
BU017,External Project Costs,GR3312000,Project Costs,PL,INV,175,1659,44799,Delivery and Collection,BAN/412018,Proj000883,P-EXP01,Sup000931
BU017,External Project Costs,GR3312000,Project Costs,PL,INV,532.71,1660,44799,GEHL Skid Steer Loader (Tracked) (TP3445) + Forks + Bucket,BAN/412018,Proj000883,P-EXP01,Sup000931
BU017,External Project Costs,GR3312000,Project Costs,PL,INV,220,1661,44799,9m Telehandler + Forks,BIR/412337,Proj000883,P-EXP01,Sup000931
BU017,External Project Costs,GR3312000,Project Costs,PL,INV,300,1662,44799,5 Ton Excavator + Buckets,BIR/412338,Proj000883,P-EXP01,Sup000931
BU017,External Project Costs,GR3312000,Project Costs,PL,INV,100,1663,44799,Delivery and Collection,BIR/412338,Proj000883,P-EXP01,Sup000931
BU017,External Project Costs,GR3312000,Project Costs,PL,INV,425,1664,44799,13 Ton Excavator + Buckets,BIR/412339,Proj000883,P-EXP01,Sup000931
BU017,External Project Costs,GR3312000,Project Costs,PL,INV,100,1665,44799,Delivery and Collection,BIR/412339,Proj000883,P-EXP01,Sup000931
BU017,External Project Costs,GR3312000,Project Costs,PL,INV,200,1666,44799,Delivery and Collection,BIR/412340,Proj000883,P-EXP01,Sup000931
BU017,External Project Costs,GR3312000,Project Costs,PL,INV,910,1667,44799,GEHL Skid Steer Loader (Tracked) (TP3445) + Forks + Bucket,BIR/412340,Proj000883,P-EXP01,Sup000931
BU017,External Project Costs,GR3312000,Project Costs,PL,INV,65.3,1668,44788,New battery for one of the machines,EXP-AR50082293,Proj000879,P-EXP01,Sup000934
BU017,External Project Costs,GR3312000,Project Costs,PL,INV,186.55,1669,44788,Wrenches and pliers from BML Hayley,EXP-SC62082287,Proj000880,P-EXP01,Sup000920
BU017,External Project Costs,GR3312000,Project Costs,PL,INV,55.93,1670,44788,Engineering equipment from BML Hayley,EXP-SC62082287,Proj000880,P-EXP01,Sup000920
BU017,External Project Costs,GR3312000,Project Costs,PL,INV,28.08,1671,44795,Fuel for machinery,EXP-JS92082298,Proj000879,P-EXP01,Sup000912
BU017,External Project Costs,GR3312000,Project Costs,PL,INV,650,1731,44778,GEHL Skid Steer Loader (Tracked) (TP3445) + Forks + Bucket,BAN/406626,Proj000883,P-EXP01,Sup000931
BU017,External Project Costs,GR3312000,Project Costs,PL,INV,650,1732,44785,GEHL Skid Steer Loader (Tracked) (TP3445) + Forks + Bucket,BAN/408151,Proj000883,P-EXP01,Sup000931
BU017,External Project Costs,GR3312000,Project Costs,PL,INV,600,1733,44778,GEHL Skid Steer Loader (Tracked) (TP3445) + Forks + Bucket,HOL/407130,Proj000883,P-EXP01,Sup000931
BU017,External Project Costs,GR3312000,Project Costs,PL,INV,600,1734,44785,GEHL Skid Steer Loader (Tracked) (TP3445) + Forks + Bucket,HOL/408996,Proj000883,P-EXP01,Sup000931
BU017,External Project Costs,GR3312000,Project Costs,PL,INV,276,1736,44804,Severn Trent - Standpipe Hire for four weeks,58/1294037,Proj000879,P-SUB,Sup000924
BU017,External Project Costs,GR3312000,Project Costs,PL,INV,3151.38,1737,44803,63mm ducting,4314/00301587,Proj000883,P-EXP01,Sup000925
BU017,External Project Costs,GR3312000,Project Costs,PL,INV,713.52,1738,44803,110mm Ducting,4314/00301587,Proj000883,P-EXP01,Sup000925
BU017,External Project Costs,GR3312000,Project Costs,PL,INV,810.9,1739,44803,Chamber Risers,4314/00301587,Proj000883,P-EXP01,Sup000925
BU017,External Project Costs,GR3312000,Project Costs,PL,INV,149.8,1740,44803,Electric Caution Tape,4314/00301587,Proj000883,P-EXP01,Sup000925
BU017,External Project Costs,GR3312000,Project Costs,PL,INV,79.25,1814,44779,1857013NGT01GU0 GTRAD 185/70R13C FRT 106N SAVERO,AC013181,Proj000879,P-EXP01,Sup000935
BU017,External Project Costs,GR3312000,Project Costs,PL,INV,383.75,1815,44779,1956012NGT01AGI GTRAD 195/60R12C FRT 104N ST6000,AC013181,Proj000879,P-EXP01,Sup000935
BU017,External Project Costs,GR3312000,Project Costs,PL,INV,15,1816,44779,VHP SNAP IN HIGH PRESSURE VALVE,AC013181,Proj000879,P-EXP01,Sup000935
BU017,External Project Costs,GR3312000,Project Costs,PL,INV,50.56,1817,44797,EQPR3205 PARKER Polythene Water Container 25Litre c/w Screw Cap 1030000293,0350/00127365,Proj000883,P-EXP01,Sup000925
BU017,External Project Costs,GR3312000,Project Costs,PL,INV,15.2,1818,44797,NOV70967 NOVIPro Multi Purpose Cutting Disc 115 x 1.0 x 22.23mm PK 66253370967,0350/00127365,Proj000883,P-EXP01,Sup000925
BU017,External Project Costs,GR3312000,Project Costs,PL,INV,449.5,1819,44804,"Charges relating to the hire of Standpipe 40mm Anglian Water Metered c/w Double Check Valve (18A166065)
Contract Number 50/517867",50/1292249,Proj000879,P-EXP01,Sup000924
BU017,External Project Costs,GR3312000,Project Costs,PL,INV,257.6,1820,44804,Total Standpipe Hire 1st to 31st August 2022,50/1291882,Proj000879,P-EXP01,Sup000924
BU017,External Project Costs,GR3312000,Project Costs,PL,INV,230.25,1821,44800,1956012NGT01AGI GTRAD 195/60R12C FRT 104N ST6000,AC013227,Proj000879,P-EXP01,Sup000935
BU017,External Project Costs,GR3312000,Project Costs,PL,INV,64.99,1822,44798,9553K Stanley Measuring Wheel 0.32m,1294109782,Proj000883,P-EXP01,Sup000928
BU017,External Project Costs,GR3312000,Project Costs,PL,INV,8.33,1823,44798,2086H Stanley Tape Measure Pk 2,1294109782,Proj000883,P-EXP01,Sup000928
BU017,External Project Costs,GR3312000,Project Costs,PL,INV,108.32,1824,44798,76432 Polypropylene Rope 500m x 6mm,1294109782,Proj000883,P-EXP01,Sup000928
BU017,External Project Costs,GR3312000,Project Costs,PL,INV,10020.19,1825,44773,Clutch repair to Aebi,108491,Proj000881,P-EXP01,Sup000930
BU017,External Project Costs,GR3312000,Project Costs,PL,INV,17.24,1826,44797,GT-20012860 PIN CATI 22x135 W/HAND,109084,Proj000881,P-EXP01,Sup000930
BU017,External Project Costs,GR3312000,Project Costs,PL,INV,37.96,1840,44802,Motor oil for fleet vehicle,EXP-JJ250822112,Proj000883,P-EXP01,Sup000936
BU017,External Project Costs,GR3312000,Project Costs,PL,INV,115.42,1841,44795,Makita Combi Drill from C G Fixings,EXP-JS920822102,Proj000879,P-EXP01,Sup000912
BU017,External Project Costs,GR3312000,Project Costs,PL,INV,20.76,1861,44802,Tools for Cleaning Team,EXP-JS920822114,Proj000879,P-EXP01,Sup000912
BU017,External Project Costs,GR3312000,Project Costs,PL,INV,165.99,1862,44802,Tools for Wolverhampton build,EXP-JS920822114,Proj000883,P-EXP01,Sup000912
BU017,External Project Costs,GR3312000,Project Costs,PL,INV,270.6,1939,44753,MIZXXX100002 Spring Leg F1019,0000064740,Proj000883,P-EXP01,Sup000937
BU017,External Project Costs,GR3312000,Project Costs,PL,INV,83.04,1940,44753,MIZXXX100012/350 Wall Scraper 350mm,0000064740,Proj000883,P-EXP01,Sup000937
BU017,External Project Costs,GR3312000,Project Costs,PL,INV,66,1941,44753,SCRAPERH/D MIZXXX100001Floor Scraper Fliegl Mixer F1015,0000064740,Proj000883,P-EXP01,Sup000937
BU017,External Project Costs,GR3312000,Project Costs,PL,INV,454.67,1942,44754,GETCOM900002 Comer Output Shaft 780mm,0000064748,Proj000883,P-EXP01,Sup000937
